STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
2,0,23.76,-0.44,17.23,45.54,6.92,85,20
2,0,22.66,-0.44,16.4,41.6,6.92,85,20
2,0,21.8,-0.44,15.81,38.25,6.92,85,20
4,0,20.26,-0.44,14.55,33.71,6.92,85,20
4,0,18.16,-0.44,12.78,25.73,6.93,0,5
4,0,16.12,-0.44,11.44,23.46,6.93,0,5
4,0,14.36,-0.44,10.27,21.5,6.93,0,5
4,0,12.88,-0.44,9.24,19.99,6.93,0,5
4,0,11.68,-0.44,8.39,18.79,6.93,0,5
4,0,10.67,-0.44,7.7,17.66,6.93,0,5
4,0,9.83,-0.44,7.12,16.5,6.93,0,5
4,0,9.13,-0.44,6.63,15.54,6.93,0,5
4,0,8.53,-0.44,6.22,14.85,6.94,0,5
4,0,8,-0.44,5.85,14.03,6.94,0,5
4,0,7.57,-0.44,5.55,13.34,6.94,0,5
4,0,7.2,-0.44,5.28,12.85,6.94,0,5
4,0,6.87,-0.44,5.04,12.81,6.94,0,5
4,0,6.58,-0.44,4.83,12.48,6.94,0,5
4,0,6.33,-0.44,4.67,12.22,6.94,0,5
4,0,6.11,-0.44,4.54,12.2,6.94,0,5
4,0,5.89,-0.44,4.4,12.02,6.94,0,5
4,0,5.71,-0.44,4.26,11.88,6.94,0,5
4,0,5.51,-0.44,4.14,11.3,6.94,0,5
4,0,5.35,-0.44,4.04,11.01,6.94,0,5
4,0,5.21,-0.44,3.94,10.93,6.94,0,5
4,0,5.06,-0.44,3.86,10.8,6.94,0,5
4,0,4.94,-0.44,3.77,10.61,6.95,0,5
4,0,4.84,-0.44,3.7,9.75,6.95,0,5
4,0,4.72,-0.44,3.61,9.53,6.95,0,5
4,0,4.63,-0.44,3.56,10.2,6.95,0,5
4,0,4.91,-0.44,3.77,10.63,6.95,0,5
4,0,5.18,-0.44,3.99,11.31,6.95,0,5
4,0,5.43,-0.44,4.2,11.72,6.95,0,5
4,0,5.73,-0.44,4.45,12.18,6.95,0,5
4,0,5.97,-0.44,4.63,12.7,6.95,0,5
4,0,6.22,-0.44,4.8,12.97,6.95,0,5
4,0,6.45,-0.44,4.94,13.35,6.95,0,5
4,0,6.63,-0.44,5.05,13.66,6.95,0,5
4,0,6.78,-0.44,5.16,13.73,6.95,0,5
4,0,6.88,-0.44,5.23,13.84,6.95,0,5
4,0,6.97,-0.44,5.25,13.88,6.96,0,5
4,0,7.04,-0.44,5.29,13.97,6.96,0,5
4,0,7.09,-0.44,5.31,13.92,6.96,0,5
4,0,7.15,-0.44,5.31,13.8,6.96,0,5
4,0,7.18,-0.44,5.32,13.69,6.96,0,5
4,0,7.21,-0.44,5.34,13.47,6.96,0,5
4,0,7.22,-0.44,5.38,13.42,6.96,0,5
4,0,7.22,-0.44,5.39,13.36,6.96,0,5
4,0,7.22,-0.44,5.42,13.56,6.96,0,5
4,0,7.22,-0.44,5.43,13.67,6.96,0,5
4,0,7.21,-0.44,5.44,13.9,6.96,0,5
4,0,7.21,-0.44,5.45,14.18,6.96,0,5
4,0,7.2,-0.44,5.47,14.36,6.97,0,5
4,0,7.2,-0.44,5.48,14.14,6.97,0,5
4,0,7.2,-0.44,5.48,13.91,6.97,0,5
1,0,7.21,-0.44,5.46,13.72,6.97,0,5
1,0,7.42,-0.44,5.61,15.37,6.97,5,20
1,0,7.54,-0.44,5.69,16.31,6.97,10,20
