STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
4,0,6.83,-0.44,5.19,13.3,10.45,0,3
4,0,6.54,-0.44,4.98,13.16,10.45,0,3
4,0,6.29,-0.44,4.79,12.71,10.45,0,3
4,0,6.06,-0.44,4.62,12.51,10.45,0,3
4,0,5.86,-0.44,4.48,12.18,10.45,0,3
4,0,5.67,-0.44,4.34,11.87,10.45,0,3
4,0,5.49,-0.44,4.23,11.39,10.45,0,3
4,0,5.36,-0.44,4.13,11.05,10.45,0,3
4,0,5.21,-0.44,4.01,10.49,10.45,0,3
4,0,5.08,-0.44,3.9,10.05,10.45,0,3
4,0,4.95,-0.44,3.8,9.73,10.45,0,3
4,0,4.81,-0.44,3.69,9.24,10.45,0,3
4,0,4.67,-0.44,3.59,8.71,10.45,0,3
4,0,4.51,-0.44,3.48,8.13,10.46,0,3
4,0,4.37,-0.44,3.36,7.73,10.46,0,3
4,0,4.23,-0.44,3.25,7.17,10.46,0,3
4,0,4.1,-0.44,3.13,6.91,10.46,0,3
4,0,3.94,-0.44,3.02,6.79,10.46,0,3
4,0,3.81,-0.44,2.9,6.75,10.46,0,3
4,0,3.67,-0.44,2.77,6.26,10.46,0,3
4,0,3.53,-0.44,2.63,5.79,10.46,0,3
4,0,3.36,-0.44,2.51,4.25,10.46,0,3
4,0,3.2,-0.44,2.39,2.17,10.46,0,3
4,0,3.07,-0.44,2.28,0.5,10.46,0,3
4,0,2.92,-0.44,2.18,-0.97,10.46,0,3
4,0,2.79,-0.44,2.1,-2.2,10.46,0,3
4,0,2.66,-0.44,2.04,-0.71,10.46,0,3
4,0,2.72,-0.44,2.1,0.55,10.46,0,3
4,0,2.74,-0.44,2.16,1.55,10.46,0,3
4,0,2.76,-0.44,2.19,2.78,10.46,0,3
4,0,2.8,-0.44,2.22,3.63,10.46,0,3
4,0,2.83,-0.44,2.25,4.22,10.46,0,3
4,0,2.83,-0.44,2.25,4.31,10.46,0,3
4,0,2.85,-0.44,2.28,2.64,10.46,0,3
4,0,2.85,-0.44,2.28,1.17,10.46,0,3
4,0,2.86,-0.44,2.29,1.27,10.46,0,3
4,0,2.86,-0.44,2.3,0.39,10.46,0,3
4,0,2.87,-0.44,2.27,-0.07,10.46,0,3
4,0,2.87,-0.44,2.27,0.43,10.46,0,3
4,0,2.86,-0.44,2.24,0.94,10.46,0,3
4,0,2.86,-0.44,2.25,1.24,10.46,0,3
4,0,2.87,-0.44,2.28,1.77,10.46,0,3
1,0,2.87,-0.44,2.31,2.11,10.46,0,3
1,0,3.06,-0.44,2.51,5.3,10.46,5,15
1,0,3.19,-0.44,2.62,7.4,10.46,10,15
1,0,3.38,-0.44,2.79,9.68,10.46,15,15
1,0,3.64,-0.44,3.04,11.67,10.46,20,15
1,0,3.94,-0.44,3.22,13.72,10.46,25,15
1,0,4.26,-0.44,3.41,15.49,10.46,30,15
1,0,4.66,-0.44,3.66,17.19,10.46,35,15
1,0,5.1,-0.44,3.97,19.15,10.47,40,15
1,0,5.61,-0.44,4.33,21.35,10.47,45,15
1,0,6.28,-0.44,4.91,24.2,10.47,50,15
1,0,7.03,-0.44,5.55,26.93,10.47,55,15
1,0,7.83,-0.44,6.16,29.56,10.47,60,15
1,0,8.79,-0.44,6.91,32.35,10.47,65,15
1,0,9.78,-0.44,7.69,34.9,10.48,70,15
1,0,10.73,-0.44,8.29,37.28,10.48,75,15
1,0,11.87,-0.44,9.06,39.81,10.48,80,15
1,0,13.11,-0.44,9.94,42.36,10.48,85,15
1,0,14.3,-0.44,10.8,44.82,10.49,90,15
1,0,15.62,-0.44,11.71,46.97,10.49,95,15
1,0,16.79,-0.44,12.49,48.64,10.49,91.18,15
1,0,17.83,-0.44,13.2,49.97,10.49,86.18,15
1,0,18.37,-0.44,13.6,50.43,10.5,81.18,15
1,0,18.95,-0.44,13.95,50.98,10.5,76.18,15
1,0,19.42,-0.44,14.28,51.33,10.5,71.18,15
1,0,19.62,-0.44,14.39,51.19,10.51,66.18,15
1,0,19.68,-0.44,14.38,51.09,10.51,61.18,15
2,0,19.69,-0.44,14.36,50.58,10.51,56.18,15
2,0,19.4,-0.44,14.1,48.81,10.52,56.18,15
2,0,18.76,-0.44,13.69,45.79,10.52,56.18,15
2,0,16.84,-0.44,12.34,38.69,10.52,56.18,15
2,0,15.86,-0.44,11.63,35.17,10.52,56.18,15
2,0,15,-0.44,11,32.24,10.52,56.18,15
4,0,14.35,-0.44,10.53,29.7,10.53,56.18,15
4,0,12.98,-0.44,9.33,25.41,10.53,0,3
4,0,11.67,-0.44,8.42,22.54,10.53,0,3
4,0,10.56,-0.44,7.67,20.12,10.53,0,3
4,0,9.67,-0.44,7.09,18,10.53,0,3
4,0,8.9,-0.44,6.57,16.82,10.53,0,3
4,0,8.25,-0.44,6.14,15.88,10.53,0,3
4,0,7.72,-0.44,5.78,15.23,10.53,0,3
4,0,7.29,-0.44,5.47,14.58,10.54,0,3
4,0,6.94,-0.44,5.2,13.98,10.54,0,3
4,0,6.62,-0.44,5,13.05,10.54,0,3
4,0,6.38,-0.44,4.85,12.96,10.54,0,3
4,0,6.16,-0.44,4.7,12.55,10.54,0,3
4,0,5.93,-0.44,4.57,12.25,10.54,0,3
4,0,5.75,-0.44,4.44,12,10.54,0,3
4,0,5.55,-0.44,4.31,11.92,10.54,0,3
4,0,5.36,-0.44,4.22,11.26,10.54,0,3
4,0,5.2,-0.44,4.11,10.63,10.54,0,3
4,0,5.04,-0.44,4.04,10.12,10.54,0,3
4,0,4.9,-0.44,3.97,9.67,10.54,0,3
4,0,4.77,-0.44,3.83,9.39,10.54,0,3
4,0,4.64,-0.44,3.68,8.78,10.54,0,3
4,0,4.5,-0.44,3.53,8.08,10.55,0,3
4,0,4.37,-0.44,3.38,5.95,10.55,0,3
4,0,4.25,-0.44,3.26,5.92,10.55,0,3
4,0,4.12,-0.44,3.15,5.44,10.55,0,3
4,0,3.99,-0.44,3.06,4.83,10.55,0,3
4,0,3.86,-0.44,2.95,5.4,10.55,0,3
4,0,3.72,-0.44,2.85,5.43,10.55,0,3
